id,年龄,每月补贴积分,自理能力,居住情况,性别,婚姻状况,留存天数,观察期最后一次购买日期,第一次,最后一次,花费积分总数,总次数,月均次数,次均积分,家政服务,精神慰藉,生活照料,医疗保健,最大消费积分数,购买概率,购买天数,时间间隔,用户流失,最后一次距离12/31天数
684,92,200,1,与配偶及子女同住,0,1,356,2020/1/15,2019/1/24,2021/12/13,2600,29,2.443820225,89.65517241,29,0,0,0,180,2.636363636,11,32.36363636,0,18
685,92,200,3,与配偶及子女同住,1,3,458,2020/6/29,2019/3/29,2021/12/28,1424,17,1.113537118,83.76470588,15,0,1,1,160,2.833333333,6,76.33333333,0,3
686,92,200,3,与配偶及子女同住,1,1,169,2019/8/14,2019/2/26,2021/12/25,1324,107,18.99408284,12.37383178,0,0,106,1,36,1,107,1.579439252,0,6
687,92,200,2,与子女同住,0,1,370,2020/1/10,2019/1/5,2021/12/16,2500,78,6.324324324,32.05128205,78,0,0,0,42,3.25,24,15.41666667,0,15
688,92,200,2,与配偶及子女同住,1,1,364,2020/1/16,2019/1/17,2021/12/2,2592.64,57,4.697802198,45.48491228,57,0,0,0,68,2.590909091,22,16.54545455,0,29
689,92,200,3,偶居,1,1,459,2020/6/30,2019/3/29,2021/12/15,1036.4,35,2.287581699,29.61142857,2,0,0,33,40.2,2.058823529,17,27,0,16
690,92,400,0, ,0,,505,2020/6/8,2019/1/20,2021/12/18,5548.5,127,7.544554455,43.68897638,120,0,7,0,94.5,4.379310345,29,17.4137931,0,13
691,92,200,2,与子女同住,0,3,209,2019/7/30,2019/1/2,2021/7/2,1399.2,104,14.92822967,13.45384615,0,0,104,0,24,1.019607843,102,2.049019608,1,182
692,92,400,0,与子女同住,0,1,519,2020/6/30,2019/1/28,2021/12/28,4437.6,158,9.132947977,28.08607595,158,0,0,0,72,5.096774194,31,16.74193548,0,3
693,92,200,2,与子女同住,1,3,200,2019/7/22,2019/1/3,2021/10/17,1392,101,15.15,13.78217822,0,0,101,0,24,1,101,1.98019802,1,75
694,92,400,0,与子女同住,1,1,390,2020/6/30,2019/6/6,2021/12/21,4500.72,44,3.384615385,102.2890909,40,0,2,2,432,4,11,35.45454545,0,10
695,92,200,2,与子女同住,1,3,365,2020/1/11,2019/1/11,2021/12/27,2576,45,3.698630137,57.24444444,40,0,5,0,100,3.461538462,13,28.07692308,0,4
696,92,300,1,与子女同住,0,3,517,2020/6/27,2019/1/27,2021/12/26,3692.9,77,4.468085106,47.95974026,70,0,7,0,91.8,4.277777778,18,28.72222222,0,5
697,92,200,2,与子女同住,0,1,512,2020/6/18,2019/1/23,2021/12/29,3380,50,2.9296875,67.6,48,1,0,1,432,3.333333333,15,34.13333333,0,2
698,92,200,2,与子女同住,0,3,540,2020/6/26,2019/1/3,2021/10/31,2332,123,6.833333333,18.95934959,16,0,107,0,96,1.108108108,111,4.864864865,1,61
699,92,200,2,与子女同住,1,3,364,2020/1/11,2019/1/12,2021/12/24,2564,42,3.461538462,61.04761905,39,0,3,0,108,3.230769231,13,28,0,7
700,92,100,3, ,0,3,530,2020/6/18,2019/1/5,2021/12/26,1621.8,49,2.773584906,33.09795918,49,0,0,0,80,4.454545455,11,48.18181818,0,5
701,92,300,1,与子女同住,1,3,513,2020/6/11,2019/1/15,2021/12/24,4186,71,4.152046784,58.95774648,48,0,20,3,120,2.151515152,33,15.54545455,0,7
702,92,300,1,与子女同住,0,1,536,2020/6/29,2019/1/10,2021/12/20,3726,146,8.171641791,25.52054795,126,0,20,0,72,3.56097561,41,13.07317073,0,11
703,92,200,3,与子女同住,1,3,354,2020/1/15,2019/1/26,2021/12/3,2599.6,50,4.237288136,51.992,32,0,18,0,110,2.941176471,17,20.82352941,0,28
704,91,200,2,与子女同住,0,1,533,2020/6/27,2019/1/11,2021/12/24,3229.8,93,5.234521576,34.72903226,88,0,3,2,108,5.8125,16,33.3125,0,7
705,91,200,2,独居,0,1,523,2020/6/13,2019/1/7,2021/11/27,2344.2,97,5.564053537,24.16701031,17,0,69,11,150,1.293333333,75,6.973333333,1,34
706,91,200,2,与子女同住,0,1,539,2020/6/30,2019/1/8,2021/12/22,3145.1,67,3.729128015,46.94179104,65,0,2,0,108,4.466666667,15,35.93333333,0,9
707,91,200,2, ,1,3,533,2020/6/24,2019/1/8,2021/12/4,3194.1,66,3.714821764,48.39545455,61,0,2,3,108,4.125,16,33.3125,0,27
708,91,200,2,与子女同住,0,1,283,2020/1/19,2019/4/11,2021/12/30,2043.3,61,6.466431095,33.49672131,51,0,1,9,72,5.545454545,11,25.72727273,0,1
709,91,200,3,与子女同住,1,1,205,2020/1/9,2019/6/18,2021/12/27,1542,39,5.707317073,39.53846154,38,0,1,0,70,4.333333333,9,22.77777778,0,4
710,91,200,2,偶居,0,1,442,2020/6/2,2019/3/18,2021/12/26,1172,26,1.764705882,45.07692308,26,0,0,0,104,3.714285714,7,63.14285714,0,5
711,91,200,3,与配偶及子女同住,0,1,356,2020/1/9,2019/1/18,2021/12/25,2542.2,66,5.561797753,38.51818182,66,0,0,0,54,3,22,16.18181818,0,6
712,91,300,1,与子女同住,0,0,340,2019/12/17,2019/1/11,2021/12/19,3413.7,102,9,33.46764706,100,0,2,0,72,5.1,20,17,0,12
713,91,100,3,与子女同住,0,1,487,2020/6/17,2019/2/16,2021/12/16,1286.8,35,2.156057495,36.76571429,35,0,0,0,100,3.181818182,11,44.27272727,0,15
714,91,100,3, ,1,0,519,2020/6/17,2019/1/15,2021/12/29,1277.2,48,2.774566474,26.60833333,9,0,25,14,92,1.655172414,29,17.89655172,0,2
715,91,300,3, ,0,1,182,2019/7/19,2019/1/18,2021/12/27,648,54,8.901098901,12,0,0,54,0,12,2,27,6.740740741,0,4
716,90,200,2,与子女同住,1,3,355,2020/1/6,2019/1/16,2021/12/30,2512,63,5.323943662,39.87301587,53,0,10,0,70,3.15,20,17.75,0,1
717,90,200,2,与子女同住,1,3,369,2020/1/9,2019/1/5,2021/12/21,2600,45,3.658536585,57.77777778,39,0,6,0,110,3.461538462,13,28.38461538,0,10
718,90,300,3,偶居,1,0,495,2020/6/5,2019/1/27,2021/12/25,1331,32,1.939393939,41.59375,32,0,0,0,64,3.555555556,9,55,0,6
719,90,300,1,与配偶及子女同住,1,1,372,2020/1/12,2019/1/5,2021/12/26,3844,69,5.564516129,55.71014493,53,1,10,5,100,2.090909091,33,11.27272727,0,5
720,90,100,3, ,1,1,515,2020/6/11,2019/1/13,2021/12/22,1268.8,29,1.689320388,43.75172414,24,0,1,4,120,2.416666667,12,42.91666667,0,9
721,90,200,2,独居,0,1,524,2020/6/14,2019/1/7,2020/12/29,2131.3,96,5.496183206,22.20104167,27,0,55,14,48,2.086956522,46,11.39130435,1,367
722,90,200,2,与子女同住,0,3,523,2020/6/18,2019/1/12,2021/12/28,2927.5,92,5.277246654,31.82065217,92,0,0,0,90,4.380952381,21,24.9047619,0,3
723,90,200,2,与配偶及子女同住,1,1,374,2020/6/24,2019/6/16,2021/12/25,529.6,19,1.524064171,27.87368421,18,0,1,0,59.4,4.75,4,93.5,0,6
724,90,100,3,与子女同住,1,0,467,2020/6/6,2019/2/25,2021/3/20,714,24,1.541755889,29.75,19,0,5,0,60,3,8,58.375,1,286
725,90,100,3,与子女同住,0,3,323,2019/11/26,2019/1/7,2021/12/30,848,29,2.693498452,29.24137931,6,0,23,0,100,1.16,25,12.92,0,1
726,90,100,3,与子女同住,0,0,293,2020/6/9,2019/8/21,2021/12/31,1388,26,2.662116041,53.38461538,25,0,0,1,248,3.25,8,36.625,0,0
727,89,300,1,与子女同住,0,0,511,2020/6/24,2019/1/30,2021/12/24,3944.6,92,5.401174168,42.87608696,84,0,8,0,104.4,4.842105263,19,26.89473684,0,7
728,89,200,2,与子女同住,1,3,376,2020/1/14,2019/1/3,2021/10/18,1562,69,5.505319149,22.63768116,2,0,67,0,48,1.061538462,65,5.784615385,1,74
729,89,100,3,与子女同住,0,3,180,2020/6/10,2019/12/13,2021/12/6,410,13,2.166666667,31.53846154,13,0,0,0,40,3.25,4,45,0,25
730,89,100,3, ,0,1,462,2020/6/18,2019/3/14,2021/12/8,1578.1,44,2.857142857,35.86590909,28,0,11,5,100,2,22,21,0,23
731,89,200,2,独居,1,0,524,2020/6/24,2019/1/17,2021/12/24,3223.8,144,8.244274809,22.3875,140,0,4,0,45,4.235294118,34,15.41176471,0,7
732,89,200,3,偶居,1,3,365,2020/1/6,2019/1/6,2021/12/26,2573.8,52,4.273972603,49.49615385,52,0,0,0,73,2.736842105,19,19.21052632,0,5
733,89,300,1,与子女同住,1,1,335,2020/6/10,2019/7/11,2021/12/24,2333.09,69,6.179104478,33.81289855,63,0,1,5,108,4.928571429,14,23.92857143,0,7
734,89,100,3,与子女同住,0,0,508,2020/6/9,2019/1/18,2021/12/24,1360.3,37,2.18503937,36.76486486,35,0,0,2,80,4.111111111,9,56.44444444,0,7
735,89,200,2,独居,0,0,519,2020/6/26,2019/1/24,2021/12/29,3024.45,119,6.878612717,25.41554622,69,0,12,38,162,7.4375,16,32.4375,0,2
736,89,200,2,与子女同住,1,1,368,2020/1/8,2019/1/5,2020/11/23,2559,63,5.135869565,40.61904762,38,0,25,0,70,3.705882353,17,21.64705882,1,403
737,89,200,2,与子女同住,1,1,370,2020/1/11,2019/1/6,2021/10/20,2504,45,3.648648649,55.64444444,45,0,0,0,84,1.875,24,15.41666667,1,72
738,89,200,2,与子女同住,1,1,368,2020/1/9,2019/1/6,2021/12/12,2578,51,4.157608696,50.54901961,39,0,12,0,90,3.923076923,13,28.30769231,0,19
739,89,400,3,与配偶及子女同住,0,3,458,2020/6/29,2019/3/29,2021/12/28,1190,14,0.917030568,85,13,0,1,0,160,2.8,5,91.6,0,3
740,89,200,2, ,1,1,525,2020/6/24,2019/1/16,2021/12/29,3055.86,107,6.114285714,28.55943925,71,0,1,35,162,6.6875,16,32.8125,0,2
741,89,100,3, ,1,1,482,2020/6/23,2019/2/27,2021/6/8,1293.4,41,2.55186722,31.54634146,7,0,23,11,120,1.708333333,24,20.08333333,1,206
742,89,200,2,与子女同住,1,0,366,2020/1/13,2019/1/12,2021/12/31,2332,58,4.754098361,40.20689655,40,0,18,0,60,2.9,20,18.3,0,0
743,89,200,3,偶居,0,3,364,2020/1/9,2019/1/10,2021/12/24,2416,74,6.098901099,32.64864865,66,0,8,0,70,3.363636364,22,16.54545455,0,7
744,89,100,3,与子女同住,0,3,506,2020/6/11,2019/1/22,2020/8/24,1490,38,2.252964427,39.21052632,38,0,0,0,80,3.166666667,12,42.16666667,1,494
745,89,200,2,与子女同住,1,3,535,2020/6/27,2019/1/9,2021/12/27,3276.9,99,5.551401869,33.1,95,0,2,2,67.5,4.304347826,23,23.26086957,0,4
746,89,200,1,与配偶及子女同住,1,3,377,2020/1/17,2019/1/5,2021/12/15,2600,50,3.978779841,52,50,0,0,0,92,2.173913043,23,16.39130435,0,16
747,89,400,1,与子女同住,1,1,370,2020/1/16,2019/1/11,2021/12/27,5075,103,8.351351351,49.27184466,73,0,30,0,95,2.942857143,35,10.57142857,0,4
748,89,200,2, ,0,3,525,2020/6/28,2019/1/20,2021/12/18,3235.7,141,8.057142857,22.94822695,136,0,4,1,72,4.272727273,33,15.90909091,0,13
749,89,200,2,与子女同住,0,3,508,2020/6/18,2019/1/27,2021/12/22,2800.9,73,4.311023622,38.36849315,73,0,0,0,85.5,4.294117647,17,29.88235294,0,9
750,89,200,2,与子女同住,1,0,527,2020/6/26,2019/1/16,2021/12/22,3096.96,96,5.464895636,32.26,61,0,2,33,72,6.4,15,35.13333333,0,9
751,89,300,1,与子女同住,0,1,533,2020/6/28,2019/1/12,2021/12/25,4400.3,160,9.005628518,27.501875,160,0,0,0,58.5,4.571428571,35,15.22857143,0,6
752,89,300,1, ,0,3,536,2020/6/30,2019/1/11,2021/12/29,3659,140,7.835820896,26.13571429,138,0,2,0,45,3.888888889,36,14.88888889,0,2
753,89,100,3,与子女同住,0,3,539,2020/6/30,2019/1/8,2021/12/16,843.1,33,1.836734694,25.54848485,4,0,29,0,53.6,1.137931034,29,18.5862069,0,15
754,89,100,3,与子女同住,1,1,435,2020/6/23,2019/4/15,2021/12/30,1259.5,49,3.379310345,25.70408163,15,0,34,0,61.6,1.814814815,27,16.11111111,0,1
755,89,200,2,与子女同住,0,0,356,2020/6/11,2019/6/21,2021/12/22,1794,44,3.707865169,40.77272727,44,0,0,0,77.4,4.4,10,35.6,0,9
756,89,200,2,偶居,1,1,524,2020/6/22,2019/1/15,2021/12/6,3979.43,112,6.41221374,35.530625,104,0,4,4,162,4.48,25,20.96,0,25
757,89,200,2,与子女同住,0,1,315,2020/1/7,2019/2/26,2021/12/24,2592,56,5.333333333,46.28571429,39,0,13,4,80,4,14,22.5,0,7
758,88,200,2,偶居,1,3,514,2020/6/14,2019/1/17,2021/12/23,2774,62,3.618677043,44.74193548,61,0,1,0,78.3,2.384615385,26,19.76923077,0,8
759,88,300,1,与子女同住,0,3,361,2020/1/7,2019/1/11,2021/12/21,3556,79,6.565096953,45.01265823,64,0,15,0,80,3.038461538,26,13.88461538,0,10
760,88,200,2,与子女同住,0,3,529,2020/6/27,2019/1/15,2021/12/27,4080.6,129,7.315689981,31.63255814,116,0,13,0,162,4.3,30,17.63333333,0,4
761,88,300,1, ,1,1,540,2020/6/26,2019/1/3,2021/12/31,2652.8,95,5.277777778,27.92421053,12,0,81,2,80,1.104651163,86,6.279069767,0,0
762,88,200,2, ,0,1,478,2020/6/27,2019/3/7,2021/12/14,2941.3,88,5.523012552,33.42386364,71,0,8,9,71.1,5.866666667,15,31.86666667,0,17
763,88,200,2,偶居,0,0,518,2020/6/14,2019/1/13,2021/12/31,2289.2,44,2.548262548,52.02727273,37,0,0,7,100,2.588235294,17,30.47058824,0,0
764,88,200,2, ,1,1,9,2020/6/24,2020/6/15,2021/12/13,466.2,16,16,29.1375,9,0,5,2,45,8,2,4.5,0,18
765,88,200,2,与配偶及子女同住,0,0,8,2020/6/27,2020/6/19,2021/9/23,409.6,12,12,34.13333333,11,0,0,1,72,6,2,4,1,99
766,88,200,2, ,0,0,534,2020/6/24,2019/1/7,2021/12/29,2476,118,6.629213483,20.98305085,17,1,100,0,100,1.102803738,107,4.990654206,0,2
767,88,200,2,与子女同住,0,0,517,2020/6/10,2019/1/10,2021/7/8,2724.1,62,3.597678917,43.93709677,62,0,0,0,156.6,4.133333333,15,34.46666667,1,176
768,88,300,1,与配偶及子女同住,1,1,381,2020/1/20,2019/1/4,2021/12/27,3668,93,7.322834646,39.44086022,56,0,37,0,70,2.735294118,34,11.20588235,0,4
769,88,100,3,与子女同住,0,1,517,2020/6/9,2019/1/9,2021/10/24,1185.6,70,4.061895551,16.93714286,17,0,51,2,56,1.25,56,9.232142857,1,68
770,88,200,2,与子女同住,0,3,359,2020/1/9,2019/1/15,2021/12/30,2536,86,7.186629526,29.48837209,86,0,0,0,50,3.583333333,24,14.95833333,0,1
771,88,300,2,与子女同住,0,3,372,2020/1/14,2019/1/7,2021/12/17,3742,84,6.774193548,44.54761905,59,0,25,0,72,3.36,25,14.88,0,14
772,88,100,3,与子女同住,1,3,485,2020/6/24,2019/2/25,2021/3/12,1189,52,3.216494845,22.86538462,14,0,38,0,56,2.08,25,19.4,1,294
773,88,100,3,与子女同住,0,3,495,2020/6/6,2019/1/28,2021/12/22,940.1,28,1.696969697,33.575,28,0,0,0,53.6,4.666666667,6,82.5,0,9
774,88,100,3, ,1,0,387,2020/6/14,2019/5/24,2021/12/29,1217,17,1.317829457,71.58823529,16,0,0,1,120,4.25,4,96.75,0,2
775,88,300,1, ,1,3,512,2020/6/22,2019/1/27,2021/12/11,4376.8,71,4.16015625,61.64507042,69,0,2,0,107,3.086956522,23,22.26086957,0,20
776,88,300,1,与子女同住,0,3,367,2020/1/18,2019/1/16,2021/12/21,3021,55,4.495912807,54.92727273,42,0,13,0,100,4.230769231,13,28.23076923,0,10
777,88,300,1, ,0,3,528,2020/6/14,2019/1/3,2021/12/19,3544,143,8.125,24.78321678,34,0,108,1,80,1.211864407,118,4.474576271,0,12
778,88,100,3, ,0,1,205,2019/12/11,2019/5/20,2021/12/7,504.4,18,2.634146341,28.02222222,0,0,16,2,74.4,1.636363636,11,18.63636364,0,24
779,88,200,2, ,0,1,368,2020/1/14,2019/1/11,2021/12/29,2624.19,79,6.440217391,33.21759494,70,0,9,0,72,3.590909091,22,16.72727273,0,2
780,88,200,2,偶居,0,1,340,2019/12/21,2019/1/15,2021/6/12,2360,28,2.470588235,84.28571429,28,0,0,0,300,2.545454545,11,30.90909091,1,202
781,88,200,2,与子女同住,0,1,361,2020/1/13,2019/1/17,2021/12/26,2673.5,58,4.819944598,46.09482759,49,0,9,0,99,4.142857143,14,25.78571429,0,5
782,88,200,1,与子女同住,0,3,369,2020/1/15,2019/1/11,2021/12/17,2550,40,3.25203252,63.75,38,0,2,0,90,1.904761905,21,17.57142857,0,14
783,88,200,2,与配偶及子女同住,0,3,368,2020/1/13,2019/1/10,2021/12/16,2495.4,63,5.135869565,39.60952381,63,0,0,0,69,3.315789474,19,19.36842105,0,15
784,88,200,3,偶居,1,1,208,2020/1/8,2019/6/14,2021/12/23,1702,46,6.634615385,37,35,0,11,0,100,3.833333333,12,17.33333333,0,8
785,87,200,2,独居,0,3,525,2020/6/16,2019/1/8,2021/4/8,2670.7,96,5.485714286,27.81979167,12,0,67,17,150,1.263157895,76,6.907894737,1,267
786,87,200,2,与配偶及子女同住,0,1,533,2020/6/27,2019/1/11,2021/12/8,3335.3,75,4.221388368,44.47066667,69,0,1,5,94.5,5,15,35.53333333,0,23
787,87,200,2,与配偶及子女同住,0,1,368,2020/1/8,2019/1/5,2021/12/21,2577.8,46,3.75,56.03913043,36,0,10,0,110,2.555555556,18,20.44444444,0,10
788,87,300,2,与配偶及子女同住,1,1,366,2020/1/5,2019/1/4,2021/12/25,3636,278,22.78688525,13.07913669,46,0,232,0,60,2.188976378,127,2.881889764,0,6
789,87,200,2,偶居,1,1,500,2020/6/8,2019/1/25,2021/12/24,2211,62,3.72,35.66129032,39,0,21,2,72,2.296296296,27,18.51851852,0,7
790,87,200,2,与子女同住,0,1,521,2020/6/22,2019/1/18,2021/12/29,3248.36,102,5.873320537,31.84666667,97,0,5,0,67.5,4.434782609,23,22.65217391,0,2
791,87,200,3,与子女同住,0,1,356,2020/1/7,2019/1/16,2021/12/24,2562,52,4.382022472,49.26923077,38,0,14,0,80,4,13,27.38461538,0,7
792,87,300,1,与配偶及子女同住,0,1,364,2020/1/17,2019/1/18,2021/12/22,3850,67,5.521978022,57.46268657,67,0,0,0,100,2.791666667,24,15.16666667,0,9
793,87,150,1,与配偶及子女同住,0,3,356,2020/1/9,2019/1/18,2021/12/18,1950,40,3.370786517,48.75,38,0,2,0,100,3.076923077,13,27.38461538,0,13
794,87,200,2,与子女同住,0,1,461,2020/6/23,2019/3/20,2021/12/17,2706.9,80,5.206073753,33.83625,24,1,52,3,80,1.31147541,61,7.557377049,0,14
795,87,200,3,偶居,0,1,369,2020/1/9,2019/1/5,2021/12/29,2592,57,4.634146341,45.47368421,44,0,13,0,78,4.384615385,13,28.38461538,0,2
796,87,100,3, ,0,1,347,2019/12/28,2019/1/15,2021/12/2,736,60,5.187319885,12.26666667,0,0,58,2,30,1.304347826,46,7.543478261,0,29
797,87,100,3,独居,0,0,524,2020/6/28,2019/1/21,2021/12/31,1667.8,60,3.435114504,27.79666667,12,0,2,46,120,2.608695652,23,22.7826087,0,0
798,87,200,2, ,0,1,525,2020/6/24,2019/1/16,2021/12/28,2865.6,107,6.114285714,26.78130841,69,0,2,36,54,6.6875,16,32.8125,0,3
799,87,200,2,与子女同住,1,0,364,2020/1/14,2019/1/15,2021/12/11,2593,53,4.368131868,48.9245283,39,0,14,0,150,4.076923077,13,28,0,20
800,87,100,3,与子女同住,0,0,455,2020/6/17,2019/3/20,2021/7/17,1504,25,1.648351648,60.16,22,1,2,0,120,3.571428571,7,65,1,167
801,87,200,2,与子女同住,0,0,364,2020/1/11,2019/1/12,2021/12/11,2534,79,6.510989011,32.07594937,55,0,24,0,80,4.388888889,18,20.22222222,0,20
802,87,100,3, ,1,0,476,2020/6/24,2019/3/6,2021/12/3,1748.4,18,1.134453782,97.13333333,17,1,0,0,160,1.8,10,47.6,0,28
803,87,100,3,与子女同住,1,3,502,2020/6/17,2019/2/1,2021/12/8,1639.5,53,3.167330677,30.93396226,12,0,25,16,150,1.606060606,33,15.21212121,0,23
804,87,200,2, ,0,1,536,2020/6/26,2019/1/7,2021/4/16,4619.44,91,5.093283582,50.76307692,83,0,6,2,486,5.055555556,18,29.77777778,1,259
805,87,200,1,与配偶及子女同住,1,1,367,2020/1/12,2019/1/10,2021/12/6,2600,44,3.596730245,59.09090909,43,0,1,0,80,2.095238095,21,17.47619048,0,25
806,87,100,3,与子女同住,1,1,518,2020/6/8,2019/1/7,2021/12/17,1270.2,46,2.664092664,27.61304348,14,0,21,11,90,1.483870968,31,16.70967742,0,14
807,87,300,1,与配偶及子女同住,0,0,536,2020/6/30,2019/1/11,2021/12/25,3948.1,81,4.53358209,48.74197531,81,0,0,0,147.6,3.857142857,21,25.52380952,0,6
808,87,300,1,偶居,0,1,522,2020/6/9,2019/1/4,2021/12/25,3026,59,3.390804598,51.28813559,59,0,0,0,72,2.185185185,27,19.33333333,0,6
809,87,300,1,与子女同住,0,1,530,2020/6/27,2019/1/14,2021/12/30,5064.1,154,8.716981132,32.88376623,143,0,5,6,72,4.8125,32,16.5625,0,1
810,86,300,2,与子女同住,0,1,187,2020/1/8,2019/7/5,2021/12/11,2488.2,59,9.465240642,42.17288136,31,0,12,16,90,5.9,10,18.7,0,20
811,86,100,3,与子女同住,1,1,498,2020/6/2,2019/1/21,2021/12/16,1381,51,3.072289157,27.07843137,24,0,27,0,60,2.55,20,24.9,0,15
812,86,200,2,与配偶及子女同住,0,1,368,2020/1/12,2019/1/9,2021/12/15,2543.36,64,5.217391304,39.74,64,0,0,0,72.4,2.666666667,24,15.33333333,0,16
813,86,100,3,与子女同住,1,0,198,2019/7/31,2019/1/14,2021/3/10,688,23,3.484848485,29.91304348,23,0,0,0,43.2,4.6,5,39.6,1,296
814,86,100,3, ,0,0,505,2020/6/5,2019/1/17,2021/12/7,1296,35,2.079207921,37.02857143,14,0,20,1,90,1.4,25,20.2,0,24
815,86,300,3,与配偶及子女同住,0,1,377,2020/1/16,2019/1/4,2021/12/6,3852,88,7.00265252,43.77272727,85,0,3,0,70,3.142857143,28,13.46428571,0,25
816,86,200,3,与配偶及子女同住,1,1,330,2020/1/21,2019/2/25,2021/12/9,2120,170,15.45454545,12.47058824,3,0,167,0,80,1.017964072,167,1.976047904,0,22
817,86,300,1, ,1,3,13,2020/6/29,2020/6/16,2021/12/22,670.3,25,25,26.812,14,0,2,9,54,8.333333333,3,4.333333333,0,9
818,86,150,3,与配偶及子女同住,0,1,363,2020/1/10,2019/1/12,2021/12/9,1937,42,3.47107438,46.11904762,42,0,0,0,70,3.230769231,13,27.92307692,0,22
819,86,200,3,与子女同住,0,3,353,2020/1/17,2019/1/29,2021/12/11,2525,59,5.014164306,42.79661017,59,0,0,0,80,4.538461538,13,27.15384615,0,20
820,86,200,2,与子女同住,0,3,372,2020/1/14,2019/1/7,2021/12/24,2579,49,3.951612903,52.63265306,39,0,10,0,107,3.769230769,13,28.61538462,0,7
821,86,200,2, ,1,1,515,2020/6/13,2019/1/15,2021/12/25,1560,30,1.747572816,52,22,1,6,1,120,5,6,85.83333333,0,6
822,86,200,2, ,0,1,531,2020/6/22,2019/1/8,2021/12/20,3338.1,97,5.480225989,34.41340206,62,0,0,35,81,6.466666667,15,35.4,0,11
823,86,200,2, ,0,1,367,2020/1/14,2019/1/12,2021/12/26,2550,17,1.389645777,150,17,0,0,0,150,1,17,21.58823529,0,5
824,86,200,2,与子女同住,1,3,343,2019/12/29,2019/1/20,2021/12/13,2394,49,4.285714286,48.85714286,37,0,12,0,90,4.083333333,12,28.58333333,0,18
825,86,200,2,与配偶及子女同住,1,1,371,2020/1/15,2019/1/9,2021/12/25,2595.4,71,5.741239892,36.55492958,71,0,0,0,57.8,2.84,25,14.84,0,6
826,86,200,2,与子女同住,1,0,511,2020/6/23,2019/1/29,2021/12/25,2698.8,47,2.759295499,57.4212766,46,0,1,0,103,3.357142857,14,36.5,0,6
827,86,100,3,与子女同住,1,0,488,2020/6/24,2019/2/22,2021/11/1,1559,32,1.967213115,48.71875,30,0,2,0,80,3.2,10,48.8,1,60
828,86,200,2,与子女同住,1,3,524,2020/6/17,2019/1/10,2021/12/19,3359,49,2.805343511,68.55102041,48,1,0,0,420,3.266666667,15,34.93333333,0,12
829,86,100,3,与子女同住,0,0,490,2020/6/18,2019/2/14,2021/11/2,1698,21,1.285714286,80.85714286,19,0,0,2,100,2.333333333,9,54.44444444,1,59
830,86,200,2,与子女同住,0,0,516,2020/6/28,2019/1/29,2021/12/16,3419.4,112,6.511627907,30.53035714,112,0,0,0,44.8,4.869565217,23,22.43478261,0,15
831,86,200,2,与子女同住,0,3,159,2019/12/11,2019/7/5,2021/12/21,1764,28,5.283018868,63,22,0,6,0,95,4.666666667,6,26.5,0,10
832,86,200,3,与配偶及子女同住,0,0,367,2020/1/11,2019/1/9,2021/12/14,2538.6,65,5.313351499,39.05538462,65,0,0,0,57,2.708333333,24,15.29166667,0,17
833,86,100,3,与子女同住,0,1,454,2020/6/14,2019/3/18,2021/12/30,1247.2,46,3.039647577,27.11304348,16,0,30,0,52.8,1.352941176,34,13.35294118,0,1
834,86,300,1,与子女同住,0,0,358,2020/1/19,2019/1/26,2021/12/14,3802,60,5.027932961,63.36666667,53,0,7,0,108,3,20,17.9,0,17
835,86,100,3, ,1,1,507,2020/6/5,2019/1/15,2021/12/30,1474,29,1.715976331,50.82758621,27,0,1,1,120,3.222222222,9,56.33333333,0,1
836,86,100,3,与子女同住,0,3,120,2019/5/28,2019/1/28,2021/11/28,60,3,0.75,20,0,0,3,0,20,1,3,40,1,33
838,86,200,3,与子女同住,0,0,372,2020/1/21,2019/1/14,2021/12/30,2183,58,4.677419355,37.63793103,45,0,13,0,90,3.866666667,15,24.8,0,1
839,86,200,2,独居,1,3,351,2020/6/24,2019/7/9,2021/12/22,1833.69,78,6.666666667,23.50884615,65,0,0,13,162,4.588235294,17,20.64705882,0,9
840,86,200,2,与子女同住,0,1,373,2020/1/13,2019/1/5,2021/12/8,2596.4,53,4.262734584,48.98867925,53,0,0,0,69,2.208333333,24,15.54166667,0,23
841,86,300,3,与配偶及子女同住,1,1,371,2020/1/17,2019/1/11,2021/12/9,3900,70,5.660377358,55.71428571,70,0,0,0,90,2.916666667,24,15.45833333,0,22
842,85,300,1,独居,0,3,536,2020/6/27,2019/1/8,2021/12/13,4099.89,181,10.13059701,22.65132597,120,0,11,50,72,6.703703704,27,19.85185185,0,18
843,85,200,2,与配偶及子女同住,1,0,373,2020/1/18,2019/1/10,2021/12/27,2516.2,77,6.193029491,32.67792208,77,0,0,0,40,3.208333333,24,15.54166667,0,4
844,85,400,3,与配偶及子女同住,0,3,372,2020/1/13,2019/1/6,2021/12/27,5136,86,6.935483871,59.72093023,86,0,0,0,120,3.307692308,26,14.30769231,0,4
845,85,200,3,偶居,1,1,355,2020/1/13,2019/1/23,2021/12/13,2585,70,5.915492958,36.92857143,53,0,17,0,75,2.8,25,14.2,0,18
846,85,100,3,与配偶及子女同住,1,1,539,2020/6/28,2019/1/6,2021/12/27,1504.8,24,1.33580705,62.7,24,0,0,0,110.4,2.181818182,11,49,0,4
847,85,300,1,与配偶及子女同住,1,1,371,2020/1/13,2019/1/7,2021/12/23,3771.24,72,5.822102426,52.37833333,72,0,0,0,88,3,24,15.45833333,0,8
